engine_temp_C,vibration_ms2,battery_voltage_V,engine_load_pct,rpm,oil_pressure_psi,coolant_temp_C,vehicle_age_years,mileage_km,failure
126.28,0.973,12.46,62.5,1158,13.4,127.85,3.6,49609,1
107.54,0.884,10.57,90.7,2852,34.9,99.02,9.3,83426,1
90.52,0.352,14.39,47,2596,43,73.18,6.8,106280,0
87.24,0.37,13.74,46.7,2852,43.5,92.84,13.1,113676,0
147.95,1.027,12.32,80.8,3523,,115.52,4.7,88822,1
135.55,1.408,12.71,100,2556,35.5,127.99,5.3,98346,1
138.45,1.479,9.98,89,2701,30.4,110.24,2.9,33126,1
86.22,0.629,13.17,42.9,2017,,91.14,14.7,249093,0
90.43,0.587,13.44,96.3,2234,48,76.33,2.2,28969,1
,0.284,14.18,56.2,2219,47.8,90.21,14.8,267666,0
85.41,0.558,13.48,46.3,2711,54.8,93.56,10.7,93866,0
111.74,1.195,11.71,100,3321,13,107.26,1.8,25221,1
78.37,0.413,13.21,48,1881,45.1,77.85,2.7,34529,0
70.97,0.394,13.74,79.9,2857,39.9,81.45,5.2,58304,0
102.5,0.334,14.34,41.9,1796,49.8,95.97,4.3,44936,0
72.56,0.498,14,76.5,2072,38.7,74.01,14.6,235495,0
102.41,0.928,11.88,83.7,2455,15.8,126.6,9.4,97906,1
77.82,0.352,13.84,74.4,2583,44.5,93.14,1.6,24605,1
119.43,1.315,11.65,100,3688,23.7,104.97,8.1,102913,1
137.11,0.884,11.31,61.6,4686,47.2,112.73,13.5,147396,1
156.06,1.196,10.94,100,1492,45.9,123.02,6.5,113733,1
78.27,0.401,14.05,33.9,3077,41.4,96.26,10.2,125632,0
111.1,0.599,12.22,59.8,1723,12.2,128.6,11.7,95791,1
76.65,0.373,13.82,42.9,2109,47.7,81.75,3.2,57973,0
,1.422,10.27,98.8,4001,17.5,128.54,12.9,151945,1
95.74,1.02,11.18,76.6,3338,26.7,120.27,7,125216,1
138.45,1.394,10.82,78.6,1915,26.8,129.1,1.3,19243,1
91.34,0.391,13.46,57.2,2311,49.4,84.1,13.2,246021,0
116.87,1.769,9.48,100,1415,27.5,105.12,8.7,113027,1
113.49,1.651,11.77,87.3,1411,19.9,125.9,3.4,33870,1
139.12,0.838,11.11,91.7,3552,32.6,114.15,5.1,41927,1
139.89,1.049,11.73,100,2561,33.7,140,8.8,151848,1
83.53,0.439,14.25,54.7,2510,45.7,91.93,5.9,102816,0
94.64,0.483,13.37,47.2,2029,45.8,86.38,3.9,40190,0
107.11,0.337,13.5,64.2,2330,38,94.67,7.5,145018,0
79.43,0.429,13.65,37.8,2861,54.2,107.26,3.2,61719,0
113.11,1.394,11.99,71.9,3264,25,113.39,4.1,50262,1
140.18,1.564,10.72,100,3054,18,112.52,12.5,122018,1
139.02,1.294,11.36,73.9,3058,24.8,131.49,3.8,43504,1
76.96,0.378,13.45,36.9,2599,56.3,78.4,10.6,202679,1
101.39,0.497,13.59,32.7,2300,35.9,78.23,4.1,63271,0
101.78,0.337,12.84,55.7,2815,49.8,86.38,3.6,67918,0
119.47,0.926,11.7,93.7,1814,12.6,107.85,4.1,34268,1
90.69,0.324,13.58,71.9,2956,59.2,97.03,7.3,145012,0
101.28,0.436,13.56,56.7,2467,45.5,77.43,2.6,40721,0
81.21,0.378,13.39,85.1,2295,55.1,95.22,2,20927,1
82.96,0.306,14.07,53.4,2227,38.9,89.05,11.5,161551,0
79.18,0.533,13.32,52.9,2623,35,90.03,0.8,14949,0
99.81,0.956,11.83,52.9,3300,14.5,129.75,6.1,59026,1
100.42,0.884,12.89,76.6,3153,37.1,132.48,6.2,95530,1
72.76,0.45,13.46,67.8,2321,40.9,92.43,13.4,219526,0
85.34,0.454,13.61,78.5,2227,51.1,79.15,11.7,151951,1
77.3,0.464,13.45,42.5,2580,43.3,88.5,7.9,114614,0
87.34,0.231,14.12,61.9,1935,28.3,96.82,7.5,134590,0
69.44,0.501,13.37,70.7,2621,49.4,97.08,8.7,168987,0
125.88,1.12,12.41,85.5,3900,23.6,119.76,5.7,83338,1
93.34,0.364,13.45,20.8,2268,42.1,85.92,10.7,175180,0
65.06,0.664,13.07,58.7,3269,57.4,79.06,10.4,124057,0
88.74,0.43,13.84,66.4,2507,59.2,94.72,8.8,106067,0
119.18,1.043,10.58,71,3020,27.2,97.15,1.3,24941,1
72.9,0.179,13.81,51.2,2388,49.6,95.54,2.3,21482,0
101.73,0.539,12.14,37.7,2525,40.6,95.55,1.1,11193,0
130.04,1.127,12.35,51,1804,29.7,122.29,10.9,122710,1
77.95,0.3,13.27,70.4,2397,40.2,89.1,7.4,67809,0
84.44,0.367,12.97,54.9,2095,31.2,91.59,14.3,229719,0
90.58,0.542,13.22,79,2062,45.8,85.08,14.3,270082,0
141.39,0.823,10.23,96.2,1632,24.4,105.5,12.1,100499,1
122.93,1.057,11.08,77.3,1536,10.8,111.43,6.9,76357,1
75.79,0.431,12.82,53.8,2046,53.7,90.52,5.1,96895,0
128.97,1.007,11.86,89.1,1638,17.4,136.04,3.4,46390,1
70.86,0.414,14.18,69.5,2764,39.9,83.74,3.9,72111,0
115.67,1.333,11.43,94.7,4597,25.6,130.21,14.9,287214,1
75.96,0.497,13.9,71.6,2802,32.7,80.82,8.2,162910,0
77.64,0.497,14.05,50.5,3022,52.3,79.24,0.7,8639,0
97.36,0.449,14.12,40,2890,41.8,87.59,1.1,13839,0
95.91,0.364,14.44,54,2833,52.9,82.47,7.2,121469,0
91.09,0.474,13.25,58.1,2365,55.3,79.13,6.9,104891,0
74.08,0.391,13.14,37,2556,50.1,105.55,6.4,101518,0
81.84,0.292,13.89,34.9,2332,,86.39,12.4,179023,0
146.18,1.301,11.82,88.6,3022,14.8,129.33,10.7,151556,1
86.42,0.408,13.89,48.9,2527,33.5,82.04,2.1,24237,0
108.19,0.491,14.44,52.5,2785,53.8,76.33,5.8,87230,0
88.93,0.382,13.51,49.6,2669,43.9,100.33,9.2,102671,1
86.92,0.279,13.71,77.8,2435,40.2,84.19,6,74173,0
81.91,0.406,13.01,73.9,2522,43.9,91.11,3.5,54803,0
86.34,0.411,14.57,36.4,2673,53.6,79.15,9.6,150245,0
112.4,0.969,11.12,83.8,4058,28.2,116.41,9.2,137800,1
144.34,1.192,10.15,92.2,3246,27.4,95.81,14.6,235525,1
94.57,0.502,13.33,64,2069,50.1,89.41,8.6,111769,0
77.14,0.341,13.18,54.4,2943,46.4,86.21,13.2,199402,0
95.57,1.263,10.53,61.3,3447,27,113.49,14.3,130416,1
66.64,0.296,13.24,44.8,2330,46.8,95.01,6.8,93932,0
90.08,,12.82,47.2,2395,45,91.93,1.3,19046,0
73.97,0.545,13.11,59.2,2395,51,93.61,2.6,33720,0
63.47,0.368,14.47,80.6,2723,47.9,89.13,7.8,64050,0
88.89,0.376,13.87,44.7,2057,38,86.52,13.4,220707,0
109.93,0.547,13.96,39.6,2510,49.2,93.76,10,134456,0
84.94,0.451,14.09,53.4,2598,47,89.11,3.4,33764,0
93.38,0.444,14.42,70.5,2659,49.9,89.41,10.7,209786,0
85.82,0.281,12.61,33.3,2589,44.2,93.18,13.5,260018,0
84.01,0.468,12.89,76.8,2706,51.5,81.73,0.9,9293,0
94.19,0.307,13.1,52.4,2271,44.5,101.44,4,66288,0
123.31,1.361,10.65,70,3306,32,124.35,2.7,38668,1
87.67,,13.35,31,3483,41.3,90.99,11.9,136162,0
88.22,0.341,13.28,65.6,2379,41.9,89.64,13.4,217675,0
,0.378,13.61,52.4,2426,49.8,95.22,8.5,114228,0
94.92,0.256,13.52,57.6,2771,42.3,92.71,12.8,240391,0
83.25,0.496,13.14,41.5,3138,62.6,89.6,10,164857,0
77.44,0.513,12.41,50.2,2282,,101.59,10,141222,0
124.47,0.978,11.57,79,3026,27.1,95.97,8.9,119539,1
76.02,0.498,13.23,53.5,2003,51.6,99.94,1.2,10266,0
107.58,1.193,12.23,80.7,1985,12.9,128.9,14.1,139879,1
84.91,0.486,12.94,32,2085,52.4,75.31,5.7,48330,0
95.86,0.393,13.25,95.9,2489,52.2,97.43,12.1,106337,1
89.75,0.403,12.93,34.5,2109,55,98.47,12.2,107817,0
84.75,0.381,13.44,57.7,1921,41.5,94.49,14.5,118479,0
93.18,0.521,12.96,28.4,2383,35.2,77.53,5.2,91630,0
98.9,0.276,13.08,25,2125,40.1,95.46,15,205625,0
90.58,0.461,12.85,56.5,2223,42.7,98.06,4.9,82542,0
141.87,0.871,10.79,84.8,4182,33.4,110.32,7,70538,1
71.88,0.472,13.07,73.9,2670,62.6,93.53,10.7,194347,0
106.53,1.644,12.3,84.8,3985,33,118.96,2.7,25081,1
81.95,0.347,13.7,52.8,2830,45.1,97.08,4.4,51759,0
128.61,1.666,10.21,74.5,1785,12.9,120.03,11.1,137650,1
83.13,0.389,13.1,77.5,2324,51.6,85.36,14.6,158409,0
85.57,0.523,13.69,68.9,2600,62.5,89.69,11.1,107336,0
128.28,1.099,12.12,71.8,1558,40.9,113.66,13,202033,1
84.3,0.361,13.57,55.6,2272,54.1,88.89,1,8455,0
89.87,0.531,14.3,57.2,2552,54,92.9,8.9,155167,0
85.64,0.351,13.73,49.8,2217,51.7,96.96,13.8,117020,0
65.25,0.259,13.96,66.6,2431,44.6,91.99,10.4,203411,0
75.61,0.348,13.57,67.5,2366,39.1,78.54,10.3,189880,0
113.96,1.33,12.54,87.4,1348,28.2,124.07,3.4,44686,1
72.9,,13.1,50.8,1560,48.4,101.49,13,126132,0
137.29,1.155,10.65,100,631,16.6,125.47,13,240615,1
,0.532,13.67,69,3222,43.8,83.98,9.4,147909,0
97.19,0.264,13.67,56.1,2376,38.4,85.75,6.7,93987,0
129.17,1.374,10.57,64.5,2166,27.9,115.28,12.5,147343,1
99.91,0.371,14.05,60.2,1650,40.6,92.23,7.2,106720,1
110.48,1.492,9.94,100,2841,22.1,114.93,12.4,161336,1
135.93,0.793,9.62,49.3,2502,13.4,116.86,7.5,102308,1
78.87,0.469,13.61,58.8,2419,57.8,98.18,8.9,161622,0
81.98,0.356,13.14,48.7,3469,31.4,92.06,11.3,220455,1
81.12,0.414,15,51.7,2684,,81.58,4.3,84904,0
86.7,0.395,13.76,41.4,3178,34.8,92.33,4.1,77078,0
111.31,0.963,11.95,76.4,1458,22.4,116.97,10.2,179510,1
112.64,0.89,12.16,100,2261,21.1,124.11,14.3,192674,1
89.37,0.386,13.26,48.3,3329,47,99.56,7,63118,0
96.91,0.383,13.52,69.5,2456,46.8,91.08,13.5,210532,0
94.5,0.403,13.56,42.9,2284,46.2,88.27,8,102770,0
70.15,0.408,13.27,66.4,1973,39.9,89.33,14.6,237529,0
60,0.357,13.36,55,2376,43.7,93.55,12,127630,0
94.34,0.527,14.17,60.3,2533,45.3,89.42,13,222672,0
71.33,0.283,14.19,55.1,3312,46.6,89.36,10.4,104039,0
128.67,,12.49,93.3,2721,18.3,120.55,13.1,231787,1
73.3,0.678,12.83,16.5,2524,50.8,78.65,9.1,172275,0
66.98,0.296,13.77,33.7,1774,45.7,79.99,8.7,164088,0
136.27,0.872,13.13,98.4,3014,31.9,114.98,13.2,160122,1
92.59,0.473,14.18,24.3,2625,41.9,109.33,0.7,9108,0
110.78,0.921,10.7,70.9,2092,10.6,132.09,7.4,134387,1
60,0.376,14.21,54.2,2736,46.2,104.91,13.1,213869,0
79.54,0.615,13.53,42.6,2659,54.7,86.53,3.3,47889,0
119.33,0.764,10.7,76.5,1751,27,119.24,14.4,281015,1
70.21,0.202,13.16,59.1,2518,38.5,93.65,11.2,159536,0
143.31,1.19,10.62,100,2985,39.6,112.88,11.6,126249,1
136.41,1.489,11.24,64.4,938,15.1,112.43,10.1,164003,1
111.61,1.57,10.13,85.8,1656,34.9,115.99,7,98863,1
86.2,0.349,13.07,44,2446,42,89.78,7.2,75051,0
75.27,0.468,13.55,18.7,3002,47.8,84.57,12.7,124507,1
143.36,1.707,10.44,79,3829,13.7,119.67,2.5,30867,1
83.41,0.579,13.82,69,2421,41.1,96.74,8.1,158556,0
84.73,0.375,13.27,70.2,2654,32.5,93.76,5,48690,0
75.67,,14.36,41.9,2392,49.1,96.39,14.8,201751,0
80.57,0.318,12.86,36.2,2824,48,92.69,0.6,6600,0
76.15,0.357,14.13,55.3,3292,48.4,83.01,1.4,27492,0
142.26,1.27,11.34,94.6,4338,26.5,117.28,14.5,182024,0
,0.381,12.6,57.3,2539,38.9,82.38,8.4,89846,0
119.44,1.287,10.93,90,1807,25.1,124.05,2.5,34467,1
107.02,1.447,11.9,100,4263,32.9,100.7,7,68962,0
99.71,0.383,12.95,43.9,2440,38.7,85.11,5.2,65008,0
82.91,0.51,12.66,51.7,2772,49.3,90.72,13.7,230227,0
133.14,1.033,11.5,100,1076,38.1,119.52,10.5,159060,1
95.4,0.406,13.99,52,2376,41.2,82.93,2.4,19454,1
78.94,0.491,13.79,36,2962,42.6,99.1,8.3,115692,0
103.26,0.407,13.53,45,2213,49.3,89.04,2.4,43501,0
121.9,1.035,11.15,67.4,1574,10,118.51,10.1,149688,1
135.79,0.824,11.93,96.9,707,10,112.69,11,150704,1
106.57,0.348,12.79,41.6,3302,37.1,75.02,8.7,112302,0
78.94,0.387,12.79,59.1,3005,30.6,88.22,14.5,209470,0
92.42,0.444,13.4,44,2575,53.7,78.97,14.2,126142,0
87.99,0.527,13.42,23.1,2703,29.1,95.7,3.5,61336,0
120.08,0.841,11.76,93,3845,18.6,123.65,0.5,9227,1
133.85,1.258,11.13,92.4,4474,34.5,126.66,10.1,152738,1
85.32,0.484,13.8,62.8,2292,42.7,91.78,7.4,146072,0
77.47,0.475,13.36,44.9,2793,39.7,84.19,5.4,78483,0
89.6,0.206,12.81,43.3,2931,46.9,74.96,13.8,114856,0
78.22,0.4,13.71,61,2986,45,96.45,14.7,199266,0
105.13,0.241,13.76,77.8,1596,53,79.61,14,179096,1
124.72,0.781,10.57,84.7,1756,10,124.73,7.8,80080,1
81.35,0.31,13.08,61.4,2092,37.7,103.39,10.7,154204,0
137.26,1.551,11.8,85.9,3644,22.6,129.81,3,40208,0
71.53,0.412,13.56,31.8,1694,45.4,93.12,14.3,143644,0
75.28,,13.1,69.5,1682,51,97.55,4.6,64924,0
97,0.488,13.48,68.6,3368,47.1,97.26,3.3,59348,0
78.43,0.257,13.39,65.7,2747,43.9,102.65,1.4,19365,0
74.53,0.433,13.42,52.3,2548,42.6,85.18,8.5,89969,0
146.17,1.342,10.65,93.4,2036,44.9,122.61,14.3,231331,1
96.86,0.363,13.18,68.4,2559,57.3,82.62,2.5,45468,0
92.19,0.45,12.96,79.3,2899,49,89.74,2.3,27343,0
115.37,1.608,12.57,96.3,2918,34.1,106.66,4.5,39419,1
77.43,0.534,13.79,56,2575,49.3,75.96,10.1,192594,0
70.78,0.392,13.11,35.4,2591,51.6,84.77,8.4,136669,0
122.95,1.257,12.79,92,1375,28.8,140,1.9,37705,1
81.77,0.356,13.34,58.8,3011,39,91.95,6.9,112926,0
82.49,0.418,14.27,65.6,2322,59.3,95.72,1.5,13956,0
142.09,1.406,10.91,100,3457,33.8,111.1,12.9,169625,1
145.34,1.246,10.82,78.3,3956,40.5,100.01,2.1,17481,1
89.56,0.22,13.7,86.5,3153,46.5,88.97,7.3,88724,1
106.65,0.433,13.62,28.6,2083,43,98.33,7.9,137676,0
78.56,0.436,13.52,61.3,2066,56.1,80.51,8.2,120081,0
94.28,0.332,13.18,43,2138,47.4,95.98,9.3,126060,0
85.57,0.272,13.48,26.4,2553,46.1,76.39,10.7,193971,0
87.69,0.548,13.24,52,3117,35.4,90.16,0.6,5702,0
100.28,0.449,13.35,33.1,3137,50.3,94.36,0.9,13715,0
90.08,0.377,13.92,52.6,1576,41.1,87.5,9.4,147712,0
90.38,0.286,13.59,55.5,2600,41.4,109.78,3.1,60023,0
95.73,0.318,13.8,71.8,1215,41.1,86.05,12.6,125164,0
81.35,0.53,13.38,32.4,2818,48.5,85.37,9.6,158193,0
121.25,1.401,10.11,100,3467,18.6,125.7,14.7,125818,1
74.55,0.345,12.92,56.5,2484,43.3,83.96,11.1,163709,0
104.23,1.051,11.09,97.3,3945,30.3,116.54,1.8,28574,1
131.41,1.288,9.54,74.2,1682,10,120.36,3,53860,1
114.33,1.671,10.32,71.2,2808,34.9,128.28,1.2,13966,1
82.79,0.535,13.46,36.7,2673,39.9,87.56,11.2,184005,0
82.23,0.353,13.78,35.6,2407,41.8,103.62,2.3,21313,1
88.07,0.337,13.37,62.2,2872,58.2,86.47,10.1,108036,0
,0.138,13.67,77.2,2455,31.8,95.68,8.6,147817,0
93.6,0.252,12.41,46.5,2156,51.1,94.09,9.7,181183,0
79.17,0.266,13.47,64.4,1886,41.2,86.35,7.9,64541,0
125.91,1.141,10.29,66.5,1061,23.3,115.85,0.7,6887,1
145.59,1.292,9.56,96.8,2473,22.7,108.7,4.2,43894,1
82.51,0.265,13.41,65,2317,51,94.42,13.3,189753,0
101.07,0.372,14.14,33.3,2635,43.5,99.59,14,137650,0
136.6,1.326,10.49,80.2,3936,14.2,105.85,1.9,37642,1
116.53,1.534,10.42,87.5,1422,32.3,117.03,14.3,181123,1
124.69,0.883,12.34,34.5,1565,16.4,118.7,10.2,99301,1
96.73,0.387,13.14,75,2447,29,94.41,13.9,239946,0
132.8,1.295,11.87,94.9,3678,15.1,108.27,6.3,93122,1
72.03,0.49,13.71,65.8,3255,52.2,100.58,2,37470,0
124.49,1.026,9.57,70.2,2114,21.4,120.84,4.9,93936,0
78.49,0.31,13.8,29.2,2748,36.3,80.11,10.5,191849,0
79.71,0.323,13.31,63,3080,41.6,86.25,12,177719,0
128.98,0.785,10.65,77.7,3518,13.9,105.84,1.2,13091,1
97.38,0.175,13.98,55.5,2620,44.8,94.21,7.6,99371,0
85.21,0.434,12.66,71.3,2379,36.3,87.01,1.4,19766,0
88.09,0.373,13.21,66.4,1984,41.9,93.52,13,256623,1
102.02,0.497,13.07,83.8,2982,44.6,83.68,7.4,81708,0
87.41,0.29,12.59,57.3,2713,50.2,87.64,13.8,181927,0
111.02,0.338,12.98,44.6,2507,55,83.72,1.6,24178,1
117.9,1.079,12.92,77.9,3669,26.4,100.55,5.3,67172,1
67.39,0.3,13.8,61.2,1898,60.1,100.2,10.3,97401,0
92.53,0.282,14.46,70.2,2109,43.5,84.28,4.8,88886,0
88.81,0.5,13.91,33,2634,51.6,87.22,12.7,223751,1
97.9,0.33,13.13,55.1,2288,60.5,98.36,14.8,164054,0
91.73,0.412,13.31,79.1,2413,46.1,96,4.6,61202,0
83.62,0.362,13.79,51.4,2458,34,103.13,5.7,96491,0
72.76,0.273,13.72,69,2227,45.7,93.86,14.5,285923,0
123.55,1.169,10.59,99.2,2964,28.5,107.6,5.7,56977,1
76.49,0.46,12.75,69.3,1855,42.8,106.46,8.6,134042,0
79.19,0.279,15,42.9,2441,60.9,94.66,11.7,207565,1
90.89,0.481,13.43,42.9,2747,35.2,88.76,6.9,56979,0
101.7,0.315,13.34,55.3,1843,47.4,90.46,5.9,104668,0
88.95,0.352,13.56,32,2490,38,91.43,7.7,134343,0
73.04,0.453,13.38,51,2612,42.5,88.11,11.8,225223,0
89.45,0.334,13.56,58.8,2104,51,78.99,5,45303,0
96.97,0.404,14.14,81.8,3069,47.5,103.01,5.6,53026,0
78.9,0.369,13.44,61,2346,43.2,89.83,3.2,46122,0
83.66,0.413,12.92,64.4,2459,39.8,91.47,10.7,197027,0
85.15,0.162,13.42,72.5,2435,47.5,106.63,13.5,250448,0
77.15,0.217,13.27,40.5,1792,58.7,84.53,3.2,52371,0
133.93,1.524,11.47,80.8,2255,13.5,132.03,1,13406,1
83.79,0.504,14.09,91.4,2118,60.3,83.66,6,64948,1
89.2,0.309,13.55,53.8,2405,54.6,92.57,6.4,88303,0
76.13,0.376,12.86,71.7,2739,56,91.61,9.9,104616,0
80.63,0.429,12.89,69.5,3084,47.5,96.32,1.7,30079,0
92.22,0.469,13.51,32.8,2068,54.4,99.67,12.4,162073,0
81.27,0.197,13.67,59.7,2321,36.9,85.36,8.8,127687,0
102.27,0.311,13.31,57.2,3053,39.7,101.33,8.4,136106,0
81,0.367,13.26,59.9,2685,51.1,101.9,5.1,72835,0
87.25,0.47,13.2,43.7,2768,47.4,88,5.8,98908,0
129.38,1.738,10.47,74.7,640,30.4,125.74,1.3,22727,1
70.82,0.377,12.31,47.9,2348,,86.05,11.4,124727,0
67.39,0.259,12.95,53.5,2433,41.5,87.56,9.3,107310,0
69.74,0.44,13.19,72.8,2157,35.6,80.37,14.7,127700,0
97.63,0.532,14.1,82.3,1830,48.9,96.22,5.6,51036,0
79.48,0.411,13.09,75.9,2296,43.5,73.6,10.2,182419,0
110.58,0.309,13.59,67.9,3042,40,84.42,13.8,146191,1
79.36,0.496,13.61,39.9,2524,66.1,89.63,10.8,194921,0
86.85,0.466,14.15,48.9,3050,53.3,100.4,1.1,21506,0
100.42,0.297,14.13,58.1,2572,53.4,85.64,9.7,105508,0
133.08,1.134,10.97,82.7,1543,46.3,109.45,8.4,113716,1
105.62,0.5,13.26,63.7,3011,51.4,89.35,7.7,111803,0
154.23,1.714,10.14,95.4,3475,10,129.04,8.5,164537,1
95.24,0.393,13.38,63,2885,37.9,93,7.2,72813,0
90.93,0.364,13.28,70.4,2073,52.7,96.64,10.5,189903,0
92.78,0.523,13.78,41.4,2916,28.5,85.59,0.7,13962,0
79.49,0.279,13.71,69,2928,44.4,81.89,3.2,47389,0
76.82,0.444,13.8,44.6,2616,27.6,92.94,5.8,56988,0
84.97,0.263,14.13,40.9,2177,45.8,86.1,7.1,84804,0
106,0.941,12.7,91.7,3477,35.6,123.57,2.4,46667,1
106.39,0.707,10.55,100,4157,33.9,110.42,12.4,124153,1
91.96,0.527,14.05,62.3,2594,52.5,99.94,14,193592,0
94.55,0.449,13.32,55.3,2740,60.7,96.29,11.4,117097,0
85.88,0.278,14.09,59.7,2905,43.9,84.55,14,263287,0
99.78,0.542,14.03,57,2241,67.5,80.84,11.3,170112,0
73.58,0.555,14,38.1,2038,46.7,103.66,6.9,131564,1
83.06,0.488,13.55,36.4,2485,52.6,77.34,6.2,120003,0
128.37,1.202,10.78,81.3,1787,15,118.34,2.9,40393,1
66.33,0.369,12.8,56.2,2814,58,95.16,1.8,33746,0
84.17,0.415,13.48,55.2,2070,53.3,103.11,3.7,29507,0
115.13,1.342,12.83,98.8,3826,28,117.36,8.2,84668,1
100.13,0.569,13.35,51.8,3041,45.4,90.22,2.5,41293,1
146.3,1.106,10.71,92.6,1960,10,110.52,14.3,204629,1
74.76,0.13,13.92,52.8,2524,48.7,91.01,3.7,72967,0
103.54,0.434,13.36,82.4,2193,31.4,80.8,12.6,219169,0
97.21,0.365,14.16,56.2,2283,42.3,84,12.4,197589,0
90.82,0.393,12.05,90.1,2337,46.5,96.11,2.5,48264,1
82.74,0.363,12.89,60.3,3077,64,86.53,10.8,130171,0
75.41,0.481,13.04,51.8,2471,47.5,97.34,12.4,124633,0
81.28,0.512,13.09,41.5,1971,46.1,88.77,13.3,194037,0
95.89,0.428,13.67,33.4,2602,44.5,79.05,14.3,155677,0
103.85,0.366,13.65,40.1,2831,34.3,99.35,14,150895,0
100.43,0.396,13.7,41.8,2490,45.7,79.48,5,58512,0
80.11,0.402,13.8,60.9,3088,45.8,85.19,4.4,70542,0
73.8,0.32,13.02,47.1,2811,37.3,88.4,6.3,51887,0
115.69,1.438,10.95,92.1,2774,10,119.12,7.2,131814,1
67.32,0.446,13.7,74.2,2279,41.1,85.79,3.9,59711,0
88.23,0.554,13.18,53.7,2590,45.5,82.59,1.7,20373,0
83.52,0.526,12.71,86.2,1834,41.3,91.3,10,93764,1
80.34,0.331,13.99,37.4,2635,36.6,88.29,3,52904,0
69.05,0.482,14.2,52.7,1795,47.3,86.26,13.8,182224,1
90.14,0.305,14.28,46.9,2909,49.3,91.73,4.7,61773,1
79.67,0.47,13.59,69,2863,46,80.37,3.4,45928,0
130.03,0.829,12.54,53,4012,10.7,92.45,3.3,42991,1
93.91,0.824,12.13,68.3,1073,37.4,130.5,4.7,66512,1
84.72,0.428,13.18,53.4,2568,43.5,90.83,9.4,145970,0
102.72,0.133,14.06,78.3,2295,35.5,91.39,14.7,193441,0
101.61,0.225,13.64,58.4,2088,53.3,83.74,7.6,148554,0
80.43,0.382,13.96,34.7,2365,47.8,97.18,9.2,117435,0
111.1,0.942,11.86,59.3,1510,33.5,118.35,12.7,134468,1
89.69,,14.15,80.1,2518,32.4,70,5.3,105595,0
75.02,0.242,13.61,45.7,3080,39,85.46,3.1,35910,0
88.02,0.318,12.76,40.9,2806,61.1,87.75,6.8,104866,0
92.66,0.439,14.23,77.2,2763,32.9,88.64,5.1,91888,0
97.27,0.458,13.03,70.2,1856,43,88.41,13.1,105091,0
130.86,0.942,11.33,100,996,23.3,111.54,14.7,167265,1
141.18,1.396,10.8,80.4,3284,34.9,109.61,10.5,150730,1
76.22,0.44,14.09,32.1,2427,33,87.62,10,134430,0
132.31,0.697,12.82,85.8,3272,29.9,100.28,10.9,96333,1
82.74,0.372,13.72,60,2349,31.5,74.34,7.3,97310,0
88.67,0.26,13.75,60.5,2924,45.8,90.78,9.6,89168,0
146.18,1.362,11.27,97.8,3938,10.1,110.99,1.5,16864,1
76.97,0.511,12.49,29,2903,38.1,97.04,7.7,130024,0
99.93,0.469,13.56,67.9,1860,51.7,87.96,5.3,53953,0
82.29,0.54,12.94,38.6,2523,43.1,80.45,1.3,20317,0
,0.37,13.59,67.8,2887,48.8,74.48,8.4,165257,0
77.53,0.535,12.93,47.9,3103,49.1,82.88,5.7,62754,1
119.06,0.744,11.61,66.9,917,41.1,121.46,9.1,100741,0
152.03,0.881,11.9,80.1,3809,10,118.09,7.9,154352,1
132.45,1.351,11.09,71.6,4259,27,105.89,4.5,72000,1
82.19,0.471,13.5,55.6,2423,45.1,80.29,8.3,143615,1
85.67,0.548,13.59,43.4,2136,42,82.96,6,104853,0
90.16,0.381,13.38,66.8,1880,35.8,83.21,13.9,232206,0
69.37,0.422,13.78,64.6,2121,49.9,86.75,5.9,117278,0
79.71,0.529,13.16,80.3,1824,37.6,98.97,1.1,12225,0
,0.387,14,60.5,2523,49.1,99.59,11.6,164556,0
72.46,,13.37,62.8,2859,60.4,88.62,14.5,231125,0
87.94,,13.29,76,1996,52.8,91.46,3,48737,0
93.39,1.045,10.48,74.1,3133,32.5,99.99,14.6,150521,1
89.66,0.416,13.2,32.7,2838,39.2,76.32,9.4,174870,0
84.64,0.516,13.66,58,2499,51.1,104.31,12.8,227315,0
68.85,0.339,13.23,33.7,1856,35.8,71.42,7.4,82178,0
96.65,0.299,13.73,91.8,2654,43.1,75.31,9.5,138398,1
77.65,0.425,14.11,76.8,2478,58.9,104.37,12.7,146460,0
76.9,0.221,13.14,87.5,2437,40.1,90.13,14.8,182770,1
146.21,0.754,11.57,84.9,1048,24.1,100.45,3.2,45795,1
124.47,1.582,11.34,98.2,3184,30.4,115.03,13.5,195857,1
74.84,0.373,13.28,48.1,2704,53.6,96.18,10.2,146371,0
115.23,0.613,11.06,93.6,4343,20.5,105.42,14.2,206770,1
89.29,0.559,13.78,36.8,2545,49.2,85.74,5.1,79927,0
123.36,1.324,10.73,40,4212,27.2,112.12,4,32898,1
86.76,0.543,13.2,43.1,2643,,83.46,5.8,56133,1
81.33,0.374,13.03,33.2,2460,31.8,92.26,13.3,181801,0
76.72,0.312,13.35,77.2,2559,47.9,101.4,7.2,118222,0
85.86,,13.02,82.2,2011,46.8,70.86,14.3,201739,0
74.28,0.378,13.78,34,2622,29.1,87.27,4,62406,0
60,0.282,12.92,74.4,1703,37.9,92.09,3.7,72657,0
89.37,,14.67,69.3,2155,,75.66,10.3,173254,0
94.04,0.338,14.15,31.5,2544,39.2,85.76,4.7,91170,0
